Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,leader_Vehicle_ID,leader_Frame_ID,leader_Total_Frames,leader_Global_Time,leader_Local_X,leader_Local_Y,leader_Global_X,leader_Global_Y,leader_v_length,leader_v_Width,leader_v_Class,leader_v_Vel,leader_v_Acc,leader_Lane_ID,leader_O_Zone,leader_D_Zone,leader_Int_ID,leader_Section_ID,leader_Direction,leader_Movement,leader_Preceding,leader_Following,leader_Space_Headway,leader_Time_Headway,leader_Location,Speed_difference,ln Y ,,ln ( X ) 
1794,8640,750,1.11885E+12,19.151,527.943,6451460.918,1873018.704,14.5,5.9,2,25.92,-1.02,2,,,,,,,1789,1798,70.83,2.73,us-101,1789,8584,816,1.11885E+12,19.267,464.106,6451413.812,1873061.96,13.5,5.9,2,15,0,2,,,,,,,1779,1794,38.53,2.57,us-101,10.92,1.430075056,,1.850217242
1942,5594,583,1.11885E+12,15.266,202.385,6451252.24,1873222.809,14,4.9,2,34.99,0,2,,,,,,,1934,1961,44.05,1.26,us-101,1934,5935,584,1.11885E+12,16.171,1435.462,6452171.432,1872399.284,13.5,5.9,2,45.04,-0.74,2,,,,,,,1930,1942,126.73,2.81,us-101,-10.05,1.556181847,,1.643945913
373,1730,952,1.11885E+12,17.502,296.209,6451292.709,1873178.872,15,6.4,2,8.3,2.69,2,,,,,,,364,379,40.34,4.86,us-101,364,2369,996,1.11885E+12,19.379,1672.785,6452321.976,1872263.477,12.5,6.5,2,50.09,4.41,2,,,,,,,363,370,83.24,1.66,us-101,-41.79,0.968482949,,1.605735894
2385,9198,661,1.11885E+12,19.865,1950.445,6452526.852,1872084.072,15,4.9,2,28.51,-0.05,2,,,,,,,2372,2397,74.71,2.62,us-101,2372,9020,552,1.11885E+12,20.138,1492.74,6452181.584,1872385.073,15,4.9,2,35,0,2,,,,,,,2379,2385,77,2.2,us-101,-6.49,1.469969209,,1.873378736
799,3704,658,1.11885E+12,17.127,356.023,6451332.015,1873141.403,15,5.4,2,20,0,2,,,,,,,795,808,43.11,2.16,us-101,795,3750,679,1.11885E+12,18.214,498.723,6451435.931,1873043.007,14,5.9,2,24.07,0,2,,,,,,,806,799,69.2,2.87,us-101,-4.07,1.322219295,,1.634578023
212,729,449,1.11885E+12,18.527,1047.685,6451877.824,1872652.48,17,6.4,2,40.03,0.06,2,,,,,,,203,225,59,1.47,us-101,203,556,455,1.11885E+12,16.588,322.321,6451337.099,1873137.239,16.5,5.9,2,38.76,1.25,2,,,,,,,200,212,51.75,1.34,us-101,1.27,1.613101517,,1.770852012
437,2148,927,1.11885E+12,20.06,616.694,6451522.489,1872962.421,14,5.4,2,17.24,-0.14,2,,,,,,,435,442,26.78,1.55,us-101,435,2757,872,1.11885E+12,19.37,1931.171,6452516.673,1872093.354,15,6.4,2,46.45,4.16,2,,,,,,,432,438,144.91,3.12,us-101,-29.21,1.261024834,,1.427810573
1712,6782,1040,1.11885E+12,18.817,1334.242,6452063.017,1872490.264,18.5,5.9,2,0,0,2,,,,,,,1704,1718,25.94,9999.99,us-101,1704,6366,1049,1.11885E+12,18.389,371.031,6451341.919,1873130.076,14,4.9,2,15.03,-1.8,2,,,,,,,1700,1712,45.25,3.01,us-101,-15.03,0,,1.413969972
258,1595,972,1.11885E+12,17.185,1035.296,6451843.147,1872684.468,16,6.9,2,12.5,8.44,2,,,,,,,253,262,61.18,4.89,us-101,253,1562,973,1.11885E+12,18.863,1049.387,6451852.674,1872673.943,14.5,5.4,2,8.75,0,2,,,,,,,246,258,30.03,3.43,us-101,3.75,1.130333768,,1.786609473
212,825,449,1.11885E+12,18.435,1419.87,6452158.268,1872407.823,17,6.4,2,47.43,6.69,2,,,,,,,203,225,60.59,1.28,us-101,203,556,455,1.11885E+12,16.588,322.321,6451337.099,1873137.239,16.5,5.9,2,38.76,1.25,2,,,,,,,200,212,51.75,1.34,us-101,8.67,1.685114469,,1.782400952
2730,8265,804,1.11885E+12,17.704,1003.724,6451845.19,1872682,11,5,2,0,0,2,,,,,,,2729,2741,28.5,9999.99,us-101,2729,8559,805,1.11885E+12,18.046,1728.491,6452390.486,1872204.342,14,5.9,2,34.36,5.69,2,,,,,,,2719,2730,50.5,1.47,us-101,-34.36,0,,1.45484486
754,3300,899,1.11885E+12,18.001,121.393,6451167.077,1873309.904,16.5,6.4,2,1.13,-4.33,2,,,,,,,748,755,21.07,18.64,us-101,748,3671,911,1.11885E+12,18.459,1003.959,6451814.516,1872707.674,13.5,5.9,2,15.38,4.29,2,,,,,,,745,754,67.47,4.39,us-101,-14.25,0.328379603,,1.323664536
1405,7286,904,1.11885E+12,18.912,1171.448,6451944.678,1872593.73,15.5,6.9,2,25,0,2,,,,,,,1400,1422,39.59,1.58,us-101,1400,7498,906,1.11885E+12,18.068,1956.919,6452537.138,1872077.704,13.5,5.9,2,33.18,3.45,2,,,,,,,1392,1405,75.98,2.29,us-101,-8.18,1.414973348,,1.597585502
2439,9066,633,1.11885E+12,19.128,1111.348,6451895.051,1872636.676,16.5,6.4,2,23.69,11.2,2,,,,,,,2432,2449,52.58,2.22,us-101,2432,7313,738,1.11885E+12,18.909,1159.399,6451961.791,1872578.827,16.5,6.9,2,38.07,9.27,2,,,,,,,2423,2444,62.83,1.65,us-101,-14.38,1.39252109,,1.720820582
2925,8425,804,1.11885E+12,18.152,118.096,6451192.21,1873282.376,16,5.4,2,10,0,2,,,,,,,2916,2930,45.09,4.51,us-101,2916,8613,809,1.11885E+12,19.481,379.849,6451377.248,1873095.366,12.5,6,2,0,0,2,,,,,,,2911,2925,22.15,9999.99,us-101,10,1.041392685,,1.654080235
2519,9337,643,1.11885E+12,18.738,1120.163,6451901.967,1872631.168,15,7.4,2,31.13,3.51,2,,,,,,,2510,2525,145.83,4.68,us-101,2510,9387,624,1.11885E+12,19.005,1406.138,6452117.177,1872442.822,16,5.9,2,24.98,-0.28,2,,,,,,,2477,2519,226.72,9.08,us-101,6.15,1.506910726,,2.163846876
2939,8607,819,1.11885E+12,18.255,283.516,6451308.054,1873162.993,15,4.9,2,6.9,0,2,,,,,,,2930,2948,43.84,6.35,us-101,2930,8726,796,1.11885E+12,18.944,361.341,6451364.02,1873108.286,18.5,7.4,2,19.63,4.32,2,,,,,,,2925,2939,45.48,2.32,us-101,-12.73,0.897627091,,1.641870545
1534,4635,576,1.11885E+12,18.538,1779.989,6452429.218,1872170.397,13.5,5.4,2,55,0,2,,,,,,,1525,1538,133.79,2.43,us-101,1525,6100,786,1.11885E+12,18.26,1008.985,6451818.459,1872704.51,13.5,6.4,2,29.2,-7.34,2,,,,,,,1515,1533,56.49,1.93,us-101,25.8,1.748188027,,2.126423654
1426,5858,569,1.11885E+12,18.47,1051.956,6451850.717,1872676.169,15.5,6.4,2,35,0,2,,,,,,,1417,1435,106.98,3.06,us-101,1417,5842,546,1.11885E+12,18.319,1116.974,6451899.828,1872633.588,14,5.9,2,29.93,-1.71,2,,,,,,,1413,1426,48.98,1.64,us-101,5.07,1.556302501,,2.029302594
767,1876,415,1.11885E+12,16.839,179.994,6451235.629,1873237.892,19,6.4,2,35.02,7.99,2,,,,,,,763,771,54.82,1.57,us-101,763,3806,700,1.11885E+12,17.763,1079.46,6451871.918,1872658.638,16,5.9,2,30.01,-0.27,2,,,,,,,760,765,65.04,2.17,us-101,5.01,1.556543708,,1.738939031
2516,7970,860,1.11885E+12,20.875,1990.804,6452588.17,1872031.088,20,6.9,2,25,-0.04,2,,,,,,,2500,2531,75.77,3.03,us-101,2500,8993,665,1.11885E+12,17.14,367.577,6451340.308,1873133.37,14,4.9,2,35.27,-4.61,2,,,,,,,2494,2503,52.05,1.48,us-101,-10.27,1.414973348,,1.879497287
625,3272,963,1.11885E+12,17.612,1363.141,6452085.656,1872472.097,13,5.4,2,30,0,2,,,,,,,618,629,74.3,2.48,us-101,618,3183,971,1.11885E+12,17.88,1156.106,6451929.637,1872608.202,15.5,5.9,2,36.3,4.27,2,,,,,,,610,625,47.89,1.32,us-101,-6.3,1.491361694,,1.870988814
2192,8686,750,1.11885E+12,19.576,2115.246,6452654.477,1871978.939,12.5,7,2,26.3,5.36,2,,,,,,,2186,2201,48.63,1.85,us-101,2186,8244,756,1.11885E+12,19.421,800.257,6451660.657,1872841.276,14,5.9,2,31.35,-11.04,2,,,,,,,2176,2192,55.78,1.78,us-101,-5.05,1.436162647,,1.68690427
1538,4257,575,1.11885E+12,17.782,169.102,6451227.359,1873245.17,9,5,2,22.87,2.06,2,,,,,,,1534,1548,49.84,2.18,us-101,1534,4635,576,1.11885E+12,18.538,1779.989,6452429.218,1872170.397,13.5,5.4,2,55,0,2,,,,,,,1525,1538,133.79,2.43,us-101,-32.13,1.377852419,,1.697578034
2118,7850,937,1.11885E+12,18.416,359.068,6451333.31,1873138.36,13.5,5.4,2,22.81,-5.82,2,,,,,,,2112,2134,63.51,2.78,us-101,2112,8017,927,1.11885E+12,18.46,747.784,6451621.849,1872876.626,13.5,4.4,2,25,0,2,,,,,,,2104,2118,64.62,2.58,us-101,-2.19,1.376759395,,1.802842113
969,4791,832,1.11885E+12,19.397,991.462,6451808.635,1872711.543,15.5,6.9,2,35.02,0.22,2,,,,,,,963,973,60.49,1.73,us-101,963,4438,582,1.11885E+12,16.712,859.677,6451707.056,1872804.095,15,4.9,2,46.28,-6.59,2,,,,,,,960,976,60.9,1.32,us-101,-11.26,1.556543708,,1.781683585
1044,4509,517,1.11885E+12,16.529,215.5,6451232.572,1873241.535,16,5.9,2,34.48,3.82,2,,,,,,,1038,1050,63.43,1.84,us-101,1038,2712,502,1.11885E+12,19.241,596.68,6451538.134,1872949.527,13,6.9,2,19.98,-0.24,2,,,,,,,1032,1043,54.8,2.74,us-101,14.5,1.549983611,,1.802294711
1980,7384,980,1.11885E+12,19.003,703.315,6451588.046,1872905.58,18,6.9,2,0,0,2,,,,,,,1966,1988,19.6,9999.99,us-101,1966,7110,948,1.11885E+12,19.492,429.862,6451384.428,1873088.733,14.5,5.4,2,9.83,0,2,,,,,,,1953,1980,45.89,4.67,us-101,-9.83,0,,1.292256071
1869,5485,542,1.11885E+12,18.072,688.507,6451607.825,1872889.455,11,4.5,2,40,0,2,,,,,,,1858,1875,101.07,2.53,us-101,1858,5389,553,1.11885E+12,19.394,400.445,6451392.504,1873081.424,13,4.9,2,38.44,1.6,2,,,,,,,1854,1869,53.99,1.4,us-101,1.56,1.612783857,,2.004622266
2730,8235,804,1.11885E+12,17.704,1003.724,6451845.19,1872682,11,5,2,0,0,2,,,,,,,2729,2741,28.5,9999.99,us-101,2729,8559,805,1.11885E+12,18.046,1728.491,6452390.486,1872204.342,14,5.9,2,34.36,5.69,2,,,,,,,2719,2730,50.5,1.47,us-101,-34.36,0,,1.45484486
1533,7869,891,1.11885E+12,20.073,1618.3,6452280.327,1872298.661,14,5.9,2,30.37,-2.12,2,,,,,,,1525,1538,110.33,3.63,us-101,1525,6100,786,1.11885E+12,18.26,1008.985,6451818.459,1872704.51,13.5,6.4,2,29.2,-7.34,2,,,,,,,1515,1533,56.49,1.93,us-101,1.17,1.496514519,,2.042693618
795,4223,753,1.11885E+12,17.834,1349.133,6452079.097,1872477.509,14,6.9,2,39.89,0.98,2,,,,,,,789,799,74.5,1.87,us-101,789,3822,746,1.11885E+12,18.957,487.712,6451431.384,1873046.187,16,7.4,2,26.59,-3.62,2,,,,,,,783,795,86.24,3.24,us-101,13.3,1.611617111,,1.872156273
423,2221,940,1.11885E+12,18.13,540.64,6451471.189,1873010.888,17,6.9,2,0.2,0,2,,,,,,,417,427,25.22,126.08,us-101,417,1874,879,1.11885E+12,17.615,108.75,6451162.587,1873315.479,17,6.9,2,15.04,-0.29,2,,,,,,,410,423,51.99,3.46,us-101,-14.84,0.079181246,,1.401745082
1365,7373,1006,1.11885E+12,20.417,2013.352,6452578.897,1872039.24,15,6.9,2,30.96,3.05,2,,,,,,,1360,1370,63.32,2.05,us-101,1360,7397,1013,1.11885E+12,20.208,2162.36,6452695.277,1871945.639,16.5,6.4,2,37.21,0,2,,,,,,,0,1365,0,0,us-101,-6.25,1.504606771,,1.801540906
1297,6559,1199,1.11885E+12,18.182,1010.188,6451823.576,1872700.166,14,6.4,2,27.61,0.31,2,,,,,,,1292,1299,64.32,2.33,us-101,1292,6215,1260,1.11885E+12,19.63,443.516,6451398.423,1873075.648,14.5,6.4,2,12.4,-0.96,2,,,,,,,1285,1297,40.99,3.31,us-101,15.21,1.456517858,,1.808346036
446,2176,955,1.11885E+12,19.904,586.08,6451499.772,1872982.946,16.5,7.4,2,17.54,1.29,2,,,,,,,442,451,31.89,1.82,us-101,442,2266,966,1.11885E+12,18.957,788.282,6451651.953,1872849.535,14.5,6.9,2,35.02,-0.25,2,,,,,,,435,446,107.3,3.06,us-101,-17.48,1.26810973,,1.503654519
1400,7498,906,1.11885E+12,18.068,1956.919,6452537.138,1872077.704,13.5,5.9,2,33.18,3.45,2,,,,,,,1392,1405,75.98,2.29,us-101,1392,7443,914,1.11885E+12,19.613,1842.385,6452449.325,1872151.617,15,7.4,2,35.07,-1.14,2,,,,,,,1404,1400,67.38,1.92,us-101,-1.89,1.533772058,,1.880699289
351,1228,504,1.11885E+12,18.742,1894.581,6452515.632,1872095.061,17.5,7.9,2,65.06,1.93,2,,,,,,,344,364,140.76,2.16,us-101,344,971,501,1.11885E+12,18.713,803.293,6451693.635,1872813.237,14.5,5.9,2,38.05,-0.43,2,,,,,,,331,351,92.73,2.44,us-101,27.01,1.819938569,,2.148479258
1336,7194,1052,1.11885E+12,17.468,1800.256,6452418.92,1872180.661,13,7.4,2,35,0,2,,,,,,,1334,1341,36.43,1.04,us-101,1334,7303,1058,1.11885E+12,21.187,2143.862,6452680.202,1871956.403,15,6.4,2,30.03,-0.24,2,,,,,,,0,1336,0,0,us-101,4.97,1.556302501,,1.561459171
2556,9239,625,1.11885E+12,19.342,520.973,6451451.529,1873027.099,15.5,6.4,2,17.1,0,2,,,,,,,2549,2561,40.58,2.37,us-101,2549,7635,896,1.11885E+12,19.596,1264.745,6452040.566,1872508.9,14,5.4,2,41.35,-3.12,2,,,,,,,2538,2554,78.59,1.9,us-101,-24.25,1.257678575,,1.608312043
2879,8490,803,1.11885E+12,19.249,502.148,6451467.638,1873012.563,12,7.5,2,0,0,2,,,,,,,2870,2886,40.51,9999.99,us-101,2870,8937,802,1.11885E+12,18.763,1676.855,6452351.208,1872238.427,15.5,7.9,2,49.99,0,2,,,,,,,2864,2873,153.78,3.08,us-101,-49.99,0,,1.607562243
2132,6446,546,1.11885E+12,19.678,1649.948,6452330.702,1872255.518,13.5,5.9,2,48.76,-6.38,2,,,,,,,2127,2146,77.95,1.6,us-101,2127,6459,567,1.11885E+12,19.632,1775.614,6452425.122,1872172.475,13.5,6.9,2,37.52,11.2,2,,,,,,,2124,2132,48.92,1.3,us-101,11.24,1.696880372,,1.89181612
793,1956,446,1.11885E+12,16.285,229.487,6451270.245,1873202.521,17.5,7.4,2,38.48,-5.71,2,,,,,,,786,800,75.86,1.97,us-101,786,2033,438,1.11885E+12,19.171,635.543,6451567.25,1872923.615,16,5.9,2,44.13,5.88,2,,,,,,,771,793,168.69,3.82,us-101,-5.65,1.596377144,,1.880012838
1637,8247,673,1.11885E+12,19.068,1308.695,6452047.809,1872503.256,14.5,7.4,2,29.98,-0.19,2,,,,,,,1631,1644,88.43,2.95,us-101,1631,8003,691,1.11885E+12,20.1,641.858,6451545.317,1872941.952,15,6.9,2,29.06,6.49,2,,,,,,,1630,1637,51.42,1.77,us-101,0.92,1.491081413,,1.946599625
1538,7287,888,1.11885E+12,16.992,292.094,6451290.101,1873182.101,13.5,5.9,2,14.16,0,2,,,,,,,1533,1543,59.47,4.2,us-101,1533,7869,891,1.11885E+12,20.073,1618.3,6452280.327,1872298.661,14,5.9,2,30.37,-2.12,2,,,,,,,1525,1538,110.33,3.63,us-101,-16.21,1.180699201,,1.774297938
1911,5745,555,1.11885E+12,17.833,1087.166,6451908.066,1872627.056,11.5,4,2,30.1,2.05,2,,,,,,,1908,1916,59.52,1.98,us-101,1908,5845,561,1.11885E+12,17.577,1570.677,6452272.246,1872308.969,11,4.5,2,49.63,0.54,2,,,,,,,1901,1911,98.52,1.99,us-101,-19.53,1.492760389,,1.774662923
1173,3395,501,1.11885E+12,19.637,1207.255,6451997.275,1872546.778,11,5.5,2,40.08,-1.68,2,,,,,,,1165,1179,129.13,3.22,us-101,1165,3413,497,1.11885E+12,18.454,1408.928,6452150.027,1872414.969,11,4.5,2,41.44,0,2,,,,,,,1160,1173,47.54,1.15,us-101,-1.36,1.613630435,,2.111027151
2216,6524,556,1.11885E+12,18.874,541.079,6451496.949,1872986.852,14.5,5.9,2,30.83,-5.77,2,,,,,,,2212,2222,53.1,1.72,us-101,2212,6614,565,1.11885E+12,19.299,944.696,6451799.643,1872719.49,15,6.9,2,45,0,2,,,,,,,2208,2216,123.48,2.74,us-101,-14.17,1.502836639,,1.725094521
2035,8091,885,1.11885E+12,18.467,1863.933,6452462.172,1872141.943,13,5.9,2,41.69,-1.04,2,,,,,,,2025,2031,40.82,0.98,us-101,2025,7798,987,1.11885E+12,17.839,885.09,6451725.387,1872786.469,17,8.5,2,15,0,2,,,,,,,2020,2031,34.5,2.3,us-101,26.69,1.630326155,,1.610873
948,4198,635,1.11885E+12,16.65,347.645,6451326.322,1873147.569,17.5,4.9,2,17.99,0.1,2,,,,,,,942,952,65.99,3.67,us-101,942,4167,667,1.11885E+12,17.522,351.054,6451328.16,1873144.58,16,6.4,2,19.96,5.66,2,,,,,,,918,948,147.06,7.37,us-101,-1.97,1.278524965,,1.819478128
292,679,494,1.11885E+12,16.272,166.386,6451226.522,1873248.252,16.5,7.9,2,33.2,-2.56,2,,,,,,,281,297,53.16,1.6,us-101,281,704,482,1.11885E+12,16.143,300.434,6451321.683,1873152.758,14,5.9,2,38.21,2.59,2,,,,,,,272,292,68.81,1.8,us-101,-5.01,1.534026106,,1.725584972
995,5161,826,1.11885E+12,20.004,1641.86,6452298.174,1872283.283,16,6.9,2,16.12,-0.09,2,,,,,,,992,999,36.58,2.27,us-101,992,4859,810,1.11885E+12,19.859,828.257,6451685.519,1872818.85,12.5,6.5,2,37.06,1.96,2,,,,,,,987,995,88.84,2.4,us-101,-20.94,1.23350376,,1.563243701
1737,6885,1050,1.11885E+12,18.721,1254.463,6452003.105,1872542.888,14.5,5.9,2,3.01,-1.24,2,,,,,,,1725,1741,55.44,18.42,us-101,1725,6428,1035,1.11885E+12,18.582,330.709,6451312.848,1873157.905,15,5.4,2,22.36,-11.2,2,,,,,,,1718,1737,61.51,2.75,us-101,-19.35,0.603144373,,1.743823222
2833,8099,817,1.11885E+12,18.076,282.345,6451307.339,1873163.933,15,6.9,2,31.68,-3.96,2,,,,,,,2828,2837,64,2.02,us-101,2828,8564,821,1.11885E+12,18.953,963.198,6451813.835,1872707.612,15,6.9,2,19.98,-0.1,2,,,,,,,2820,2833,45.49,2.28,us-101,11.7,1.514282048,,1.806179974
1656,4845,506,1.11885E+12,18.799,764.561,6451664.504,1872838.727,10.5,6.5,2,26.65,-4,2,,,,,,,1650,1661,74.15,2.78,us-101,1650,4862,487,1.11885E+12,17.948,885.812,6451756.095,1872759.311,12,6,2,29.98,-0.26,2,,,,,,,1645,1656,80.89,2.7,us-101,-3.33,1.441695136,,1.870111155
1909,9636,806,1.11885E+12,18.801,1741.607,6452373.513,1872218.403,16.5,7.9,2,34.62,4.33,2,,,,,,,1902,1915,56.65,1.64,us-101,1902,9108,812,1.11885E+12,19.402,512.806,6451449.538,1873028.852,15.5,5.9,2,21.94,-5.25,2,,,,,,,1900,1909,51.53,2.35,us-101,12.68,1.551693915,,1.753199914
372,2268,820,1.11885E+12,19.14,1678.329,6452322.134,1872263.657,16.5,5.9,2,15,0,2,,,,,,,364,384,52.32,3.49,us-101,364,2369,996,1.11885E+12,19.379,1672.785,6452321.976,1872263.477,12.5,6.5,2,50.09,4.41,2,,,,,,,363,370,83.24,1.66,us-101,-35.09,1.204119983,,1.718667735
263,1390,504,1.11885E+12,16.718,80.188,6451140.483,1873341.422,14,5.4,2,24.99,0,2,,,,,,,260,267,46.14,1.85,us-101,260,1707,495,1.11885E+12,19.552,1536.238,6452214.634,1872356.786,17,7.9,2,45,0,2,,,,,,,255,263,65.06,1.45,us-101,-20.01,1.41480628,,1.66407759
163,1676,981,1.11885E+12,18.789,1880.874,6452478.891,1872126.948,15.5,7.9,2,15,0,2,,,,,,,159,168,49.35,3.29,us-101,159,1216,978,1.11885E+12,18.858,1320.667,6452056.961,1872495.516,15.5,5.9,2,26.36,-10.73,2,,,,,,,151,163,52.14,1.98,us-101,-11.36,1.204119983,,1.693287157
1654,6601,1051,1.11885E+12,19.702,1390.134,6452104.647,1872452.801,16.5,6.4,2,20,0,2,,,,,,,1645,1662,57,2.85,us-101,1645,6878,1042,1.11885E+12,19.285,1708.061,6452344.104,1872244.087,12.5,6,2,12.86,0,2,,,,,,,1637,1654,41.13,3.2,us-101,7.14,1.322219295,,1.755874856
2503,9238,685,1.11885E+12,18.39,995.976,6451808.546,1872712.955,15,5.9,2,30,-0.03,2,,,,,,,2500,2510,58.93,1.96,us-101,2500,8993,665,1.11885E+12,17.14,367.577,6451340.308,1873133.37,14,4.9,2,35.27,-4.61,2,,,,,,,2494,2503,52.05,1.48,us-101,-5.27,1.491361694,,1.770336441
2525,9047,640,1.11885E+12,16.276,246.283,6451254.02,1873219.489,15,5.9,2,40.48,0.31,2,,,,,,,2519,2534,55.36,1.37,us-101,2519,9337,643,1.11885E+12,18.738,1120.163,6451901.967,1872631.168,15,7.4,2,31.13,3.51,2,,,,,,,2510,2525,145.83,4.68,us-101,9.35,1.617838748,,1.743196081
1509,7405,883,1.11885E+12,19.938,594.452,6451510.103,1872973.661,13,5.4,2,13.91,3.09,2,,,,,,,1506,1513,46.62,3.35,us-101,1506,7730,876,1.11885E+12,18.377,1574.091,6452247.954,1872329.047,14,5.9,2,36.79,7.5,2,,,,,,,1501,1509,41.65,1.13,us-101,-22.88,1.173477643,,1.668572269
2911,8591,810,1.11885E+12,19.347,402,6451393.536,1873080.537,17,6.4,2,0,0,2,,,,,,,2903,2916,25.82,9999.99,us-101,2903,8526,804,1.11885E+12,19.584,412.811,6451401.428,1873072.942,16.5,4.9,2,9.92,-2.19,2,,,,,,,2896,2911,33.04,3.33,us-101,-9.92,0,,1.411956238
270,1323,955,1.11885E+12,19.451,493.106,6451435.012,1873042.172,15.5,6.4,2,22.85,0,2,,,,,,,265,280,48.26,2.11,us-101,265,1371,966,1.11885E+12,19.937,651.464,6451552.59,1872935.665,15,5.9,2,14.97,0.09,2,,,,,,,262,270,25.81,1.72,us-101,7.88,1.377488383,,1.683587318
1794,8826,750,1.11885E+12,19.312,1130.465,6451913.511,1872620.351,14.5,5.9,2,39.41,4.38,2,,,,,,,1789,1798,116.89,2.97,us-101,1789,8584,816,1.11885E+12,19.267,464.106,6451413.812,1873061.96,13.5,5.9,2,15,0,2,,,,,,,1779,1794,38.53,2.57,us-101,24.41,1.60648885,,2.067777359
1718,6652,1038,1.11885E+12,18.217,1051.958,6451850.884,1872676.359,11.5,5.5,2,35,-0.04,2,,,,,,,1712,1725,57.02,1.63,us-101,1712,6782,1040,1.11885E+12,18.817,1334.242,6452063.017,1872490.264,18.5,5.9,2,0,0,2,,,,,,,1704,1718,25.94,9999.99,us-101,35,1.556302501,,1.756027213
1663,7964,661,1.11885E+12,16.259,209.232,6451232.229,1873242.284,14.5,6.4,2,30.54,2.02,2,,,,,,,1651,1670,107.46,3.52,us-101,1651,8378,656,1.11885E+12,19.341,1605.956,6452271.463,1872307.313,13.5,5.9,2,39.54,-1.62,2,,,,,,,1647,1663,50.09,1.27,us-101,-9,1.498861689,,2.031246836
1552,7893,881,1.11885E+12,18.417,1472.729,6452171.83,1872395.944,14.5,6.4,2,25,0,2,,,,,,,1547,1558,40,1.6,us-101,1547,7265,882,1.11885E+12,16.78,166.433,6451202.457,1873273.376,14.5,6.4,2,20.32,0,2,,,,,,,1543,1552,56.26,2.77,us-101,4.68,1.414973348,,1.602059991
1741,6534,1043,1.11885E+12,18.955,418.973,6451376.785,1873096.507,13,4.9,2,23.24,0,2,,,,,,,1737,1749,55.66,2.39,us-101,1737,6885,1050,1.11885E+12,18.721,1254.463,6452003.105,1872542.888,14.5,5.9,2,3.01,-1.24,2,,,,,,,1725,1741,55.44,18.42,us-101,20.23,1.384532615,,1.745543202
1331,5334,545,1.11885E+12,17.33,226.833,6451239.804,1873232.82,15,6.4,2,31.19,4.45,2,,,,,,,1323,1337,71.54,2.29,us-101,1323,5310,538,1.11885E+12,16.418,219.405,6451235.33,1873238.813,12.5,6,2,31.25,0,2,,,,,,,1312,1331,41.03,1.31,us-101,-0.06,1.507720977,,1.854548936
1336,6470,1052,1.11885E+12,18.925,353.58,6451332.969,1873137.981,13,7.4,2,20,0,2,,,,,,,1334,1341,37.02,1.85,us-101,1334,7303,1058,1.11885E+12,21.187,2143.862,6452680.202,1871956.403,15,6.4,2,30.03,-0.24,2,,,,,,,0,1336,0,0,us-101,-10.03,1.322219295,,1.568436414
253,1562,973,1.11885E+12,18.863,1049.387,6451852.674,1872673.943,14.5,5.4,2,8.75,0,2,,,,,,,246,258,30.03,3.43,us-101,246,1846,973,1.11885E+12,19.606,1502.731,6452193.573,1872375.237,13.5,7.9,2,25,0,2,,,,,,,244,253,27.67,1.11,us-101,-16.25,0.989004616,,1.477555332
1422,6906,890,1.11885E+12,18.673,611.707,6451523.802,1872963.107,14,5.4,2,31.49,-3.06,2,,,,,,,1405,1421,70.56,2.24,us-101,1405,7286,904,1.11885E+12,18.912,1171.448,6451944.678,1872593.73,15.5,6.9,2,25,0,2,,,,,,,1400,1422,39.59,1.58,us-101,6.49,1.511749711,,1.848558572
1469,7270,874,1.11885E+12,17.846,738.772,6451619.62,1872879.4,15,5.9,2,7.67,0,2,,,,,,,1462,1476,36.5,4.76,us-101,1462,7489,875,1.11885E+12,19.14,1210.632,6451974.007,1872567.827,16,6.9,2,27.67,0,2,,,,,,,1458,1469,53.88,1.95,us-101,-20,0.938019097,,1.562292864
771,1977,420,1.11885E+12,20.858,546.539,6451499.668,1872981.759,10,5,2,43.97,11.2,2,,,,,,,767,786,66.18,1.51,us-101,767,1876,415,1.11885E+12,16.839,179.994,6451235.629,1873237.892,19,6.4,2,35.02,7.99,2,,,,,,,763,771,54.82,1.57,us-101,8.95,1.652922888,,1.820726763
1413,5687,544,1.11885E+12,19.517,557.847,6451478.986,1873002.055,14,5.9,2,44.97,0,2,,,,,,,1406,1417,146.44,3.26,us-101,1406,5946,543,1.11885E+12,18.536,1731.905,6452362.354,1872228.751,17.5,5.4,2,40.61,9.25,2,,,,,,,1394,1413,143.98,3.55,us-101,4.36,1.662474504,,2.16565972
992,4859,810,1.11885E+12,19.859,828.257,6451685.519,1872818.85,12.5,6.5,2,37.06,1.96,2,,,,,,,987,995,88.84,2.4,us-101,987,5033,829,1.11885E+12,19.402,1439.602,6452146.324,1872416.935,17.5,7.4,2,25.89,-6.9,2,,,,,,,982,992,56.15,2.17,us-101,11.17,1.580468784,,1.94860855
1014,5511,851,1.11885E+12,19.828,1861.863,6452463.865,1872138.663,16,6.9,2,20.38,4.22,2,,,,,,,1009,1018,70.49,3.46,us-101,1009,5197,854,1.11885E+12,16.038,1537.674,6452222.185,1872354.825,15,6.9,2,18.78,-1.43,2,,,,,,,1004,1014,55.29,2.94,us-101,1.6,1.330007701,,1.848127511
