Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location,leader_Vehicle_ID,leader_Frame_ID,leader_Total_Frames,leader_Global_Time,leader_Local_X,leader_Local_Y,leader_Global_X,leader_Global_Y,leader_v_length,leader_v_Width,leader_v_Class,leader_v_Vel,leader_v_Acc,leader_Lane_ID,leader_O_Zone,leader_D_Zone,leader_Int_ID,leader_Section_ID,leader_Direction,leader_Movement,leader_Preceding,leader_Following,leader_Space_Headway,leader_Time_Headway,leader_Location
212,825,449,1118847061400,18.435,1419.87,6452158.268,1872407.823,17.0,6.4,2,47.43,6.69,2,,,,,,,203,225,60.59,1.28,us-101,203,556,455,1118847034500,16.588,322.321,6451337.099,1873137.239,16.5,5.9,2,38.76,1.25,2,,,,,,,200,212,51.75,1.34,us-101
2730,8265,804,1118847805400,17.704,1003.724,6451845.19,1872682.0,11.0,5.0,2,0.0,0.0,2,,,,,,,2729,2741,28.5,9999.99,us-101,2729,8559,805,1118847834800,18.046,1728.491,6452390.486,1872204.342,14.0,5.9,2,34.36,5.69,2,,,,,,,2719,2730,50.5,1.47,us-101
754,3300,899,1118848172000,18.001,121.393,6451167.077,1873309.904,16.5,6.4,2,1.13,-4.33,2,,,,,,,748,755,21.07,18.64,us-101,748,3671,911,1118848209100,18.459,1003.959,6451814.516,1872707.674,13.5,5.9,2,15.38,4.29,2,,,,,,,745,754,67.47,4.39,us-101
1405,7286,904,1118849485600,18.912,1171.448,6451944.678,1872593.73,15.5,6.9,2,25.0,0.0,2,,,,,,,1400,1422,39.59,1.58,us-101,1400,7498,906,1118849506800,18.068,1956.919,6452537.138,1872077.704,13.5,5.9,2,33.18,3.45,2,,,,,,,1392,1405,75.98,2.29,us-101
2439,9066,633,1118848748600,19.128,1111.348,6451895.051,1872636.676,16.5,6.4,2,23.69,11.2,2,,,,,,,2432,2449,52.58,2.22,us-101,2432,7313,738,1118847710200,18.909,1159.399,6451961.791,1872578.827,16.5,6.9,2,38.07,9.27,2,,,,,,,2423,2444,62.83,1.65,us-101
2925,8425,804,1118847821400,18.152,118.096,6451192.21,1873282.376,16.0,5.4,2,10.0,0.0,2,,,,,,,2916,2930,45.09,4.51,us-101,2916,8613,809,1118847840200,19.481,379.849,6451377.248,1873095.366,12.5,6.0,2,0.0,0.0,2,,,,,,,2911,2925,22.15,9999.99,us-101
2519,9337,643,1118848775700,18.738,1120.163,6451901.967,1872631.168,15.0,7.4,2,31.13,3.51,2,,,,,,,2510,2525,145.83,4.68,us-101,2510,9387,624,1118848780700,19.005,1406.138,6452117.177,1872442.822,16.0,5.9,2,24.98,-0.28,2,,,,,,,2477,2519,226.72,9.08,us-101
2939,8607,819,1118847839600,18.255,283.516,6451308.054,1873162.993,15.0,4.9,2,6.9,0.0,2,,,,,,,2930,2948,43.84,6.35,us-101,2930,8726,796,1118847851500,18.944,361.341,6451364.02,1873108.286,18.5,7.4,2,19.63,4.32,2,,,,,,,2925,2939,45.48,2.32,us-101
1534,4635,576,1118847442400,18.538,1779.989,6452429.218,1872170.397,13.5,5.4,2,55.0,0.0,2,,,,,,,1525,1538,133.79,2.43,us-101,1525,6100,786,1118848452000,18.26,1008.985,6451818.459,1872704.51,13.5,6.4,2,29.2,-7.34,2,,,,,,,1515,1533,56.49,1.93,us-101
1426,5858,569,1118848427800,18.47,1051.956,6451850.717,1872676.169,15.5,6.4,2,35.0,0.0,2,,,,,,,1417,1435,106.98,3.06,us-101,1417,5842,546,1118848426200,18.319,1116.974,6451899.828,1872633.588,14.0,5.9,2,29.93,-1.71,2,,,,,,,1413,1426,48.98,1.64,us-101
767,1876,415,1118847166500,16.839,179.994,6451235.629,1873237.892,19.0,6.4,2,35.02,7.99,2,,,,,,,763,771,54.82,1.57,us-101,763,3806,700,1118848222600,17.763,1079.46,6451871.918,1872658.638,16.0,5.9,2,30.01,-0.27,2,,,,,,,760,765,65.04,2.17,us-101
2516,7970,860,1118847775900,20.875,1990.804,6452588.17,1872031.088,20.0,6.9,2,25.0,-0.04,2,,,,,,,2500,2531,75.77,3.03,us-101,2500,8993,665,1118848741300,17.14,367.577,6451340.308,1873133.37,14.0,4.9,2,35.27,-4.61,2,,,,,,,2494,2503,52.05,1.48,us-101
625,3272,963,1118848169200,17.612,1363.141,6452085.656,1872472.097,13.0,5.4,2,30.0,0.0,2,,,,,,,618,629,74.3,2.48,us-101,618,3183,971,1118848160300,17.88,1156.106,6451929.637,1872608.202,15.5,5.9,2,36.3,4.27,2,,,,,,,610,625,47.89,1.32,us-101
2192,8686,750,1118848710600,19.576,2115.246,6452654.477,1871978.939,12.5,7.0,2,26.3,5.36,2,,,,,,,2186,2201,48.63,1.85,us-101,2186,8244,756,1118848666400,19.421,800.257,6451660.657,1872841.276,14.0,5.9,2,31.35,-11.04,2,,,,,,,2176,2192,55.78,1.78,us-101
1538,4257,575,1118847404600,17.782,169.102,6451227.359,1873245.17,9.0,5.0,2,22.87,2.06,2,,,,,,,1534,1548,49.84,2.18,us-101,1534,4635,576,1118847442400,18.538,1779.989,6452429.218,1872170.397,13.5,5.4,2,55.0,0.0,2,,,,,,,1525,1538,133.79,2.43,us-101
2118,7850,937,1118848627000,18.416,359.068,6451333.31,1873138.36,13.5,5.4,2,22.81,-5.82,2,,,,,,,2112,2134,63.51,2.78,us-101,2112,8017,927,1118848643700,18.46,747.784,6451621.849,1872876.626,13.5,4.4,2,25.0,0.0,2,,,,,,,2104,2118,64.62,2.58,us-101
969,4791,832,1118849236100,19.397,991.462,6451808.635,1872711.543,15.5,6.9,2,35.02,0.22,2,,,,,,,963,973,60.49,1.73,us-101,963,4438,582,1118848285800,16.712,859.677,6451707.056,1872804.095,15.0,4.9,2,46.28,-6.59,2,,,,,,,960,976,60.9,1.32,us-101
1044,4509,517,1118848292900,16.529,215.5,6451232.572,1873241.535,16.0,5.9,2,34.48,3.82,2,,,,,,,1038,1050,63.43,1.84,us-101,1038,2712,502,1118847250100,19.241,596.68,6451538.134,1872949.527,13.0,6.9,2,19.98,-0.24,2,,,,,,,1032,1043,54.8,2.74,us-101
1980,7384,980,1118848580400,19.003,703.315,6451588.046,1872905.58,18.0,6.9,2,0.0,0.0,2,,,,,,,1966,1988,19.6,9999.99,us-101,1966,7110,948,1118848553000,19.492,429.862,6451384.428,1873088.733,14.5,5.4,2,9.83,0.0,2,,,,,,,1953,1980,45.89,4.67,us-101
1869,5485,542,1118847527400,18.072,688.507,6451607.825,1872889.455,11.0,4.5,2,40.0,0.0,2,,,,,,,1858,1875,101.07,2.53,us-101,1858,5389,553,1118847517800,19.394,400.445,6451392.504,1873081.424,13.0,4.9,2,38.44,1.6,2,,,,,,,1854,1869,53.99,1.4,us-101
2730,8235,804,1118847802400,17.704,1003.724,6451845.19,1872682.0,11.0,5.0,2,0.0,0.0,2,,,,,,,2729,2741,28.5,9999.99,us-101,2729,8559,805,1118847834800,18.046,1728.491,6452390.486,1872204.342,14.0,5.9,2,34.36,5.69,2,,,,,,,2719,2730,50.5,1.47,us-101
1533,7869,891,1118849543900,20.073,1618.3,6452280.327,1872298.661,14.0,5.9,2,30.37,-2.12,2,,,,,,,1525,1538,110.33,3.63,us-101,1525,6100,786,1118848452000,18.26,1008.985,6451818.459,1872704.51,13.5,6.4,2,29.2,-7.34,2,,,,,,,1515,1533,56.49,1.93,us-101
795,4223,753,1118849179300,17.834,1349.133,6452079.097,1872477.509,14.0,6.9,2,39.89,0.98,2,,,,,,,789,799,74.5,1.87,us-101,789,3822,746,1118849139200,18.957,487.712,6451431.384,1873046.187,16.0,7.4,2,26.59,-3.62,2,,,,,,,783,795,86.24,3.24,us-101
423,2221,940,1118848979100,18.13,540.64,6451471.189,1873010.888,17.0,6.9,2,0.2,0.0,2,,,,,,,417,427,25.22,126.08,us-101,417,1874,879,1118848944400,17.615,108.75,6451162.587,1873315.479,17.0,6.9,2,15.04,-0.29,2,,,,,,,410,423,51.99,3.46,us-101
1365,7373,1006,1118849494300,20.417,2013.352,6452578.897,1872039.24,15.0,6.9,2,30.96,3.05,2,,,,,,,1360,1370,63.32,2.05,us-101,1360,7397,1013,1118849496700,20.208,2162.36,6452695.277,1871945.639,16.5,6.4,2,37.21,0.0,2,,,,,,,0,1365,0.0,0.0,us-101
1297,6559,1199,1118849412900,18.182,1010.188,6451823.576,1872700.166,14.0,6.4,2,27.61,0.31,2,,,,,,,1292,1299,64.32,2.33,us-101,1292,6215,1260,1118849378500,19.63,443.516,6451398.423,1873075.648,14.5,6.4,2,12.4,-0.96,2,,,,,,,1285,1297,40.99,3.31,us-101
446,2176,955,1118848059600,19.904,586.08,6451499.772,1872982.946,16.5,7.4,2,17.54,1.29,2,,,,,,,442,451,31.89,1.82,us-101,442,2266,966,1118848068600,18.957,788.282,6451651.953,1872849.535,14.5,6.9,2,35.02,-0.25,2,,,,,,,435,446,107.3,3.06,us-101
1400,7498,906,1118849506800,18.068,1956.919,6452537.138,1872077.704,13.5,5.9,2,33.18,3.45,2,,,,,,,1392,1405,75.98,2.29,us-101,1392,7443,914,1118849501300,19.613,1842.385,6452449.325,1872151.617,15.0,7.4,2,35.07,-1.14,2,,,,,,,1404,1400,67.38,1.92,us-101
351,1228,504,1118847101700,18.742,1894.581,6452515.632,1872095.061,17.5,7.9,2,65.06,1.93,2,,,,,,,344,364,140.76,2.16,us-101,344,971,501,1118847076000,18.713,803.293,6451693.635,1872813.237,14.5,5.9,2,38.05,-0.43,2,,,,,,,331,351,92.73,2.44,us-101
1336,7194,1052,1118849476400,17.468,1800.256,6452418.92,1872180.661,13.0,7.4,2,35.0,0.0,2,,,,,,,1334,1341,36.43,1.04,us-101,1334,7303,1058,1118849487300,21.187,2143.862,6452680.202,1871956.403,15.0,6.4,2,30.03,-0.24,2,,,,,,,0,1336,0.0,0.0,us-101
2556,9239,625,1118848765900,19.342,520.973,6451451.529,1873027.099,15.5,6.4,2,17.1,0.0,2,,,,,,,2549,2561,40.58,2.37,us-101,2549,7635,896,1118847742400,19.596,1264.745,6452040.566,1872508.9,14.0,5.4,2,41.35,-3.12,2,,,,,,,2538,2554,78.59,1.9,us-101
2879,8490,803,1118847827900,19.249,502.148,6451467.638,1873012.563,12.0,7.5,2,0.0,0.0,2,,,,,,,2870,2886,40.51,9999.99,us-101,2870,8937,802,1118847872600,18.763,1676.855,6452351.208,1872238.427,15.5,7.9,2,49.99,0.0,2,,,,,,,2864,2873,153.78,3.08,us-101
2132,6446,546,1118847623500,19.678,1649.948,6452330.702,1872255.518,13.5,5.9,2,48.76,-6.38,2,,,,,,,2127,2146,77.95,1.6,us-101,2127,6459,567,1118847624800,19.632,1775.614,6452425.122,1872172.475,13.5,6.9,2,37.52,11.2,2,,,,,,,2124,2132,48.92,1.3,us-101
793,1956,446,1118847174500,16.285,229.487,6451270.245,1873202.521,17.5,7.4,2,38.48,-5.71,2,,,,,,,786,800,75.86,1.97,us-101,786,2033,438,1118847182200,19.171,635.543,6451567.25,1872923.615,16.0,5.9,2,44.13,5.88,2,,,,,,,771,793,168.69,3.82,us-101
1637,8247,673,1118849581700,19.068,1308.695,6452047.809,1872503.256,14.5,7.4,2,29.98,-0.19,2,,,,,,,1631,1644,88.43,2.95,us-101,1631,8003,691,1118849557300,20.1,641.858,6451545.317,1872941.952,15.0,6.9,2,29.06,6.49,2,,,,,,,1630,1637,51.42,1.77,us-101
1538,7287,888,1118849485700,16.992,292.094,6451290.101,1873182.101,13.5,5.9,2,14.16,0.0,2,,,,,,,1533,1543,59.47,4.2,us-101,1533,7869,891,1118849543900,20.073,1618.3,6452280.327,1872298.661,14.0,5.9,2,30.37,-2.12,2,,,,,,,1525,1538,110.33,3.63,us-101
1911,5745,555,1118847553400,17.833,1087.166,6451908.066,1872627.056,11.5,4.0,2,30.1,2.05,2,,,,,,,1908,1916,59.52,1.98,us-101,1908,5845,561,1118847563400,17.577,1570.677,6452272.246,1872308.969,11.0,4.5,2,49.63,0.54,2,,,,,,,1901,1911,98.52,1.99,us-101
1173,3395,501,1118847318400,19.637,1207.255,6451997.275,1872546.778,11.0,5.5,2,40.08,-1.68,2,,,,,,,1165,1179,129.13,3.22,us-101,1165,3413,497,1118847320200,18.454,1408.928,6452150.027,1872414.969,11.0,4.5,2,41.44,0.0,2,,,,,,,1160,1173,47.54,1.15,us-101
2216,6524,556,1118847631300,18.874,541.079,6451496.949,1872986.852,14.5,5.9,2,30.83,-5.77,2,,,,,,,2212,2222,53.1,1.72,us-101,2212,6614,565,1118847640300,19.299,944.696,6451799.643,1872719.49,15.0,6.9,2,45.0,0.0,2,,,,,,,2208,2216,123.48,2.74,us-101
2035,8091,885,1118848651100,18.467,1863.933,6452462.172,1872141.943,13.0,5.9,2,41.69,-1.04,2,,,,,,,2025,2031,40.82,0.98,us-101,2025,7798,987,1118848621800,17.839,885.09,6451725.387,1872786.469,17.0,8.5,2,15.0,0.0,2,,,,,,,2020,2031,34.5,2.3,us-101
948,4198,635,1118848261800,16.65,347.645,6451326.322,1873147.569,17.5,4.9,2,17.99,0.1,2,,,,,,,942,952,65.99,3.67,us-101,942,4167,667,1118848258700,17.522,351.054,6451328.16,1873144.58,16.0,6.4,2,19.96,5.66,2,,,,,,,918,948,147.06,7.37,us-101
292,679,494,1118847046800,16.272,166.386,6451226.522,1873248.252,16.5,7.9,2,33.2,-2.56,2,,,,,,,281,297,53.16,1.6,us-101,281,704,482,1118847049300,16.143,300.434,6451321.683,1873152.758,14.0,5.9,2,38.21,2.59,2,,,,,,,272,292,68.81,1.8,us-101
995,5161,826,1118849273100,20.004,1641.86,6452298.174,1872283.283,16.0,6.9,2,16.12,-0.09,2,,,,,,,992,999,36.58,2.27,us-101,992,4859,810,1118849242900,19.859,828.257,6451685.519,1872818.85,12.5,6.5,2,37.06,1.96,2,,,,,,,987,995,88.84,2.4,us-101
1737,6885,1050,1118848530500,18.721,1254.463,6452003.105,1872542.888,14.5,5.9,2,3.01,-1.24,2,,,,,,,1725,1741,55.44,18.42,us-101,1725,6428,1035,1118848484800,18.582,330.709,6451312.848,1873157.905,15.0,5.4,2,22.36,-11.2,2,,,,,,,1718,1737,61.51,2.75,us-101
2833,8099,817,1118847788800,18.076,282.345,6451307.339,1873163.933,15.0,6.9,2,31.68,-3.96,2,,,,,,,2828,2837,64.0,2.02,us-101,2828,8564,821,1118847835300,18.953,963.198,6451813.835,1872707.612,15.0,6.9,2,19.98,-0.1,2,,,,,,,2820,2833,45.49,2.28,us-101
1656,4845,506,1118847463400,18.799,764.561,6451664.504,1872838.727,10.5,6.5,2,26.65,-4.0,2,,,,,,,1650,1661,74.15,2.78,us-101,1650,4862,487,1118847465100,17.948,885.812,6451756.095,1872759.311,12.0,6.0,2,29.98,-0.26,2,,,,,,,1645,1656,80.89,2.7,us-101
1909,9636,806,1118849720600,18.801,1741.607,6452373.513,1872218.403,16.5,7.9,2,34.62,4.33,2,,,,,,,1902,1915,56.65,1.64,us-101,1902,9108,812,1118849667800,19.402,512.806,6451449.538,1873028.852,15.5,5.9,2,21.94,-5.25,2,,,,,,,1900,1909,51.53,2.35,us-101
372,2268,820,1118848068800,19.14,1678.329,6452322.134,1872263.657,16.5,5.9,2,15.0,0.0,2,,,,,,,364,384,52.32,3.49,us-101,364,2369,996,1118848993900,19.379,1672.785,6452321.976,1872263.477,12.5,6.5,2,50.09,4.41,2,,,,,,,363,370,83.24,1.66,us-101
263,1390,504,1118847981000,16.718,80.188,6451140.483,1873341.422,14.0,5.4,2,24.99,0.0,2,,,,,,,260,267,46.14,1.85,us-101,260,1707,495,1118848012700,19.552,1536.238,6452214.634,1872356.786,17.0,7.9,2,45.0,0.0,2,,,,,,,255,263,65.06,1.45,us-101
163,1676,981,1118848924600,18.789,1880.874,6452478.891,1872126.948,15.5,7.9,2,15.0,0.0,2,,,,,,,159,168,49.35,3.29,us-101,159,1216,978,1118848878600,18.858,1320.667,6452056.961,1872495.516,15.5,5.9,2,26.36,-10.73,2,,,,,,,151,163,52.14,1.98,us-101
1654,6601,1051,1118848502100,19.702,1390.134,6452104.647,1872452.801,16.5,6.4,2,20.0,0.0,2,,,,,,,1645,1662,57.0,2.85,us-101,1645,6878,1042,1118848529800,19.285,1708.061,6452344.104,1872244.087,12.5,6.0,2,12.86,0.0,2,,,,,,,1637,1654,41.13,3.2,us-101
2503,9238,685,1118848765800,18.39,995.976,6451808.546,1872712.955,15.0,5.9,2,30.0,-0.03,2,,,,,,,2500,2510,58.93,1.96,us-101,2500,8993,665,1118848741300,17.14,367.577,6451340.308,1873133.37,14.0,4.9,2,35.27,-4.61,2,,,,,,,2494,2503,52.05,1.48,us-101
2525,9047,640,1118848746700,16.276,246.283,6451254.02,1873219.489,15.0,5.9,2,40.48,0.31,2,,,,,,,2519,2534,55.36,1.37,us-101,2519,9337,643,1118848775700,18.738,1120.163,6451901.967,1872631.168,15.0,7.4,2,31.13,3.51,2,,,,,,,2510,2525,145.83,4.68,us-101
1509,7405,883,1118849497500,19.938,594.452,6451510.103,1872973.661,13.0,5.4,2,13.91,3.09,2,,,,,,,1506,1513,46.62,3.35,us-101,1506,7730,876,1118849530000,18.377,1574.091,6452247.954,1872329.047,14.0,5.9,2,36.79,7.5,2,,,,,,,1501,1509,41.65,1.13,us-101
2911,8591,810,1118847838000,19.347,402.0,6451393.536,1873080.537,17.0,6.4,2,0.0,0.0,2,,,,,,,2903,2916,25.82,9999.99,us-101,2903,8526,804,1118847831500,19.584,412.811,6451401.428,1873072.942,16.5,4.9,2,9.92,-2.19,2,,,,,,,2896,2911,33.04,3.33,us-101
270,1323,955,1118848889300,19.451,493.106,6451435.012,1873042.172,15.5,6.4,2,22.85,0.0,2,,,,,,,265,280,48.26,2.11,us-101,265,1371,966,1118848894100,19.937,651.464,6451552.59,1872935.665,15.0,5.9,2,14.97,0.09,2,,,,,,,262,270,25.81,1.72,us-101
1794,8826,750,1118849639600,19.312,1130.465,6451913.511,1872620.351,14.5,5.9,2,39.41,4.38,2,,,,,,,1789,1798,116.89,2.97,us-101,1789,8584,816,1118849615400,19.267,464.106,6451413.812,1873061.96,13.5,5.9,2,15.0,0.0,2,,,,,,,1779,1794,38.53,2.57,us-101
1718,6652,1038,1118848507200,18.217,1051.958,6451850.884,1872676.359,11.5,5.5,2,35.0,-0.04,2,,,,,,,1712,1725,57.02,1.63,us-101,1712,6782,1040,1118848520200,18.817,1334.242,6452063.017,1872490.264,18.5,5.9,2,0.0,0.0,2,,,,,,,1704,1718,25.94,9999.99,us-101
1663,7964,661,1118849553400,16.259,209.232,6451232.229,1873242.284,14.5,6.4,2,30.54,2.02,2,,,,,,,1651,1670,107.46,3.52,us-101,1651,8378,656,1118849594800,19.341,1605.956,6452271.463,1872307.313,13.5,5.9,2,39.54,-1.62,2,,,,,,,1647,1663,50.09,1.27,us-101
1552,7893,881,1118849546300,18.417,1472.729,6452171.83,1872395.944,14.5,6.4,2,25.0,0.0,2,,,,,,,1547,1558,40.0,1.6,us-101,1547,7265,882,1118849483500,16.78,166.433,6451202.457,1873273.376,14.5,6.4,2,20.32,0.0,2,,,,,,,1543,1552,56.26,2.77,us-101
1741,6534,1043,1118848495400,18.955,418.973,6451376.785,1873096.507,13.0,4.9,2,23.24,0.0,2,,,,,,,1737,1749,55.66,2.39,us-101,1737,6885,1050,1118848530500,18.721,1254.463,6452003.105,1872542.888,14.5,5.9,2,3.01,-1.24,2,,,,,,,1725,1741,55.44,18.42,us-101
1331,5334,545,1118848375400,17.33,226.833,6451239.804,1873232.82,15.0,6.4,2,31.19,4.45,2,,,,,,,1323,1337,71.54,2.29,us-101,1323,5310,538,1118848373000,16.418,219.405,6451235.33,1873238.813,12.5,6.0,2,31.25,0.0,2,,,,,,,1312,1331,41.03,1.31,us-101
1336,6470,1052,1118849404000,18.925,353.58,6451332.969,1873137.981,13.0,7.4,2,20.0,0.0,2,,,,,,,1334,1341,37.02,1.85,us-101,1334,7303,1058,1118849487300,21.187,2143.862,6452680.202,1871956.403,15.0,6.4,2,30.03,-0.24,2,,,,,,,0,1336,0.0,0.0,us-101
253,1562,973,1118848913200,18.863,1049.387,6451852.674,1872673.943,14.5,5.4,2,8.75,0.0,2,,,,,,,246,258,30.03,3.43,us-101,246,1846,973,1118848941600,19.606,1502.731,6452193.573,1872375.237,13.5,7.9,2,25.0,0.0,2,,,,,,,244,253,27.67,1.11,us-101
1422,6906,890,1118849447600,18.673,611.707,6451523.802,1872963.107,14.0,5.4,2,31.49,-3.06,2,,,,,,,1405,1421,70.56,2.24,us-101,1405,7286,904,1118849485600,18.912,1171.448,6451944.678,1872593.73,15.5,6.9,2,25.0,0.0,2,,,,,,,1400,1422,39.59,1.58,us-101
1469,7270,874,1118849484000,17.846,738.772,6451619.62,1872879.4,15.0,5.9,2,7.67,0.0,2,,,,,,,1462,1476,36.5,4.76,us-101,1462,7489,875,1118849505900,19.14,1210.632,6451974.007,1872567.827,16.0,6.9,2,27.67,0.0,2,,,,,,,1458,1469,53.88,1.95,us-101
771,1977,420,1118847176600,20.858,546.539,6451499.668,1872981.759,10.0,5.0,2,43.97,11.2,2,,,,,,,767,786,66.18,1.51,us-101,767,1876,415,1118847166500,16.839,179.994,6451235.629,1873237.892,19.0,6.4,2,35.02,7.99,2,,,,,,,763,771,54.82,1.57,us-101
1413,5687,544,1118848410700,19.517,557.847,6451478.986,1873002.055,14.0,5.9,2,44.97,0.0,2,,,,,,,1406,1417,146.44,3.26,us-101,1406,5946,543,1118848436600,18.536,1731.905,6452362.354,1872228.751,17.5,5.4,2,40.61,9.25,2,,,,,,,1394,1413,143.98,3.55,us-101
992,4859,810,1118849242900,19.859,828.257,6451685.519,1872818.85,12.5,6.5,2,37.06,1.96,2,,,,,,,987,995,88.84,2.4,us-101,987,5033,829,1118849260300,19.402,1439.602,6452146.324,1872416.935,17.5,7.4,2,25.89,-6.9,2,,,,,,,982,992,56.15,2.17,us-101
1014,5511,851,1118849308100,19.828,1861.863,6452463.865,1872138.663,16.0,6.9,2,20.38,4.22,2,,,,,,,1009,1018,70.49,3.46,us-101,1009,5197,854,1118849276700,16.038,1537.674,6452222.185,1872354.825,15.0,6.9,2,18.78,-1.43,2,,,,,,,1004,1014,55.29,2.94,us-101
2670,7976,879,1118847776500,18.86,1092.649,6451911.523,1872622.682,14.5,5.9,2,24.12,-5.46,2,,,,,,,2659,2679,59.09,2.45,us-101,2659,8075,942,1118847786400,20.962,1262.732,6452038.141,1872509.209,15.5,5.9,2,8.7,0.0,2,,,,,,,2653,2670,32.19,3.7,us-101
525,2913,1032,1118848133300,18.553,1103.454,6451889.493,1872642.281,19.5,8.4,2,10.0,0.0,2,,,,,,,520,530,41.03,4.1,us-101,520,2847,1036,1118848126700,19.895,1076.78,6451868.499,1872658.789,12.0,5.5,2,9.63,0.0,2,,,,,,,517,525,45.31,4.7,us-101
1499,7245,858,1118849481500,17.825,567.462,6451491.357,1872993.261,13.0,6.4,2,0.0,0.0,2,,,,,,,1487,1501,29.43,9999.99,us-101,1487,7846,893,1118849541600,21.323,2049.771,6452606.641,1872015.451,14.5,5.9,2,28.38,7.28,2,,,,,,,1482,1504,61.98,2.18,us-101
1558,7517,878,1118849508700,18.169,308.753,6451301.181,1873169.756,15.5,6.4,2,12.72,11.2,2,,,,,,,1552,1562,33.78,2.66,us-101,1552,7542,881,1118849511200,18.062,389.594,6451359.834,1873113.343,14.5,6.4,2,21.85,11.2,2,,,,,,,1547,1558,65.59,3.0,us-101
1228,5954,1183,1118849352400,19.281,636.107,6451541.603,1872946.372,14.0,6.9,2,15.54,4.3,2,,,,,,,1222,1232,103.17,6.64,us-101,1222,5741,1170,1118849331100,19.189,512.82,6451449.777,1873028.921,17.0,6.4,2,12.26,-11.2,2,,,,,,,1218,1228,23.6,1.92,us-101
1552,7817,881,1118849538700,18.7,1196.965,6451964.045,1872577.14,14.5,6.4,2,45.14,0.41,2,,,,,,,1547,1558,77.83,1.72,us-101,1547,7265,882,1118849483500,16.78,166.433,6451202.457,1873273.376,14.5,6.4,2,20.32,0.0,2,,,,,,,1543,1552,56.26,2.77,us-101
1675,6867,1055,1118848528700,18.035,1544.736,6452222.017,1872352.314,13.0,4.9,2,20.0,0.0,2,,,,,,,1662,1680,44.87,2.24,us-101,1662,6663,1052,1118848508300,17.875,1461.983,6452160.028,1872407.034,13.0,5.4,2,17.84,-0.09,2,,,,,,,1654,1675,42.76,2.4,us-101
443,2026,853,1118848959600,17.296,133.971,6451179.97,1873296.791,18.0,7.4,2,4.98,0.27,2,,,,,,,438,450,30.98,6.22,us-101,438,2551,858,1118849012100,18.795,1010.6,6451823.468,1872699.447,18.5,6.9,2,28.24,-2.44,2,,,,,,,435,443,61.01,2.16,us-101
1662,6663,1052,1118848508300,17.875,1461.983,6452160.028,1872407.034,13.0,5.4,2,17.84,-0.09,2,,,,,,,1654,1675,42.76,2.4,us-101,1654,6601,1051,1118848502100,19.702,1390.134,6452104.647,1872452.801,16.5,6.4,2,20.0,0.0,2,,,,,,,1645,1662,57.0,2.85,us-101
2792,8599,830,1118847838800,19.435,1153.65,6451957.13,1872582.19,12.0,8.0,2,34.5,6.75,2,,,,,,,2780,2820,81.11,2.35,us-101,2780,8340,828,1118847812900,17.385,858.349,6451735.818,1872777.898,10.0,5.0,2,0.0,0.0,2,,,,,,,2768,2792,24.0,9999.99,us-101
1102,5340,871,1118849291000,18.156,751.268,6451628.806,1872870.923,14.5,6.9,2,25.0,0.0,2,,,,,,,1094,1109,76.26,3.05,us-101,1094,3099,613,1118847288800,21.083,1088.179,6451906.681,1872623.952,10.0,4.5,2,35.0,0.0,2,,,,,,,1088,1101,117.06,3.34,us-101
915,2216,464,1118847200500,17.328,202.292,6451250.693,1873221.444,16.5,5.9,2,39.46,1.28,2,,,,,,,905,918,89.62,2.27,us-101,905,2280,463,1118847206900,18.918,544.613,6451499.555,1872984.463,17.5,6.9,2,40.06,1.89,2,,,,,,,897,915,78.11,1.95,us-101
350,2039,992,1118848960900,17.052,908.643,6451747.726,1872767.866,15.0,6.4,2,2.5,0.0,2,,,,,,,345,354,19.48,7.79,us-101,345,1994,990,1118848956400,17.978,927.438,6451761.226,1872754.758,14.0,5.9,2,3.33,-8.25,2,,,,,,,341,350,28.57,8.58,us-101
1675,6589,1055,1118848500900,19.887,1249.039,6451998.262,1872545.582,13.0,4.9,2,34.47,-6.27,2,,,,,,,1662,1680,69.19,2.01,us-101,1662,6663,1052,1118848508300,17.875,1461.983,6452160.028,1872407.034,13.0,5.4,2,17.84,-0.09,2,,,,,,,1654,1675,42.76,2.4,us-101
692,3529,993,1118848194900,16.814,1338.202,6452067.345,1872489.134,13.5,5.9,2,25.0,0.0,2,,,,,,,688,698,34.94,1.4,us-101,688,3015,994,1118848143500,19.392,426.891,6451382.324,1873090.808,13.5,4.9,2,1.31,-2.06,2,,,,,,,678,692,26.67,20.36,us-101
1803,9101,858,1118849667100,20.214,1789.907,6452409.282,1872185.325,15.0,6.9,2,13.0,0.0,2,,,,,,,1806,1817,36.34,2.8,us-101,1806,9175,848,1118849674500,19.486,1845.375,6452451.66,1872149.75,14.5,7.4,2,1.89,8.47,2,,,,,,,1810,1803,39.72,21.02,us-101
1177,6424,1151,1118849399400,19.349,2082.089,6452632.908,1871996.582,15.5,7.4,2,0.0,0.0,2,,,,,,,1172,1180,22.65,9999.99,us-101,1172,5770,1141,1118849334000,18.051,844.485,6451698.89,1872809.496,15.0,6.4,2,28.12,1.28,2,,,,,,,1168,1177,73.59,2.62,us-101
